INDICATOR_VALUE,TYPE,COMMENT,ROLE,ATTACK_PHASE,OBSERVED_DATE,HANDLING,DESCRIPTION
coronavirusvictimcompensation[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusvirtualdoctor[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusuruguay[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaworldvirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussarscov2[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustraumarecovery[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19supplychain[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19cert[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusactiongroup[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusvaccinator[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-world-virus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusypropietarios[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-virus-anonymous[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustestsonline[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-telehealth[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussurvivorguide[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusthisshitisreal[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussurivivor[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusrxpak[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustrackerr[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustek[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustreatmentinfo[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-sounds[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustestkituk[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustelehealthrelief[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustariffs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19capsule[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdefeated[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-signs[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-tchad[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscuremedicine[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdeathbedchallenge[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-livedata[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19lawyerdirectory[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscleanupmiami[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusconflict[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscovid19disinfectionservices[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscompensationfund[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscautions[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscensuscollective[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruschecknow[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusclaimlawyers[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusclassactionlawsuits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19korea[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscanner[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusclaimlawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19laughs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19buynowstaylater[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19laborlaw[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbluz[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbesttips[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbusinessaid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19lawfirm[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19boards[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19brain[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscuritiba[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19krise[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscongaline[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-checker[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbrochure[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscareercoach[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbahrain[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfabricmask[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusemployeetestkits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruseconomicreliefbill[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruserte[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbegone[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusattorneycenter[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfaceshield[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfabricmasks[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfaces[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusepidemicptsd[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruseskit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusassistanceprogram[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusemployerliability[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusesclean[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusassistanceprograms[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19jobtrends[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdigitalmarketing[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-busters[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-aus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19blogs[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19bizrecovery[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruseconomicrelief[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-easy-test[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdisability[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19bizsupport[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdentalmarketing[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdictionary[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdesinfektion[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusresources[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdiagnostickits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdonates[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
howtohealcoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
afectadoscovid-19[.]org,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yovenciacovid-19[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
soforthilfe-coronavirus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
employmentlaw-covid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
vozniknovenija-koronavirusa-covid-19[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
fight-covid-19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
ru-coronavirus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sars-cov-2-covid-19[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruss19[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-cure[.]club,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfood[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cagecovid[.]club,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdesinfektion[.]cleaning,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaviruscareer[.]coach,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19businessinterruption[.]center,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
yovenciacovid-19[.]cat,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusalliance[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-v-novosibirske[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbluz[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
igotovercovid19[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusconsulting[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushandsanitizer[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusconflict[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-virus-test-kits[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
beyondthecoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusrus[.]club,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testcoronavirus[.]center,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sarscovid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-net[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19doctor[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
infocovid[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nocovid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19info[.]club,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
netcoronavirusu[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronaworldvirus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
nocovid-19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
icovid19[.]care,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19signage[.]mobi,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19loans-sba[.]mobi,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-coronavirus[.]mobi,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecovid-19[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
thecovid19[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
webcovid-19[.]life,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
afectadosporcovid-19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmediation[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusrecovery[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusinfo[.]business,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19test[.]london,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-virus-pandemie[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19defense[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corono-virus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
lifeinthetimeofcovid19[.]life,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
postcovid[.]life,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19inc[.]life,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19[.]mortgage,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
abogadocoronavirus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19tv[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19testkits[.]biz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19signage[.]biz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustestkits[.]kim,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustest[.]health,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19loans-sba[.]biz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19resources[.]biz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstreams[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-pandemic[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusresources[.]biz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19law[.]attorney,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19liveconcert[.]app,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirus-cases[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19support[.]app,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusstatistics[.]icu,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
strongerthancoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19[.]equipment,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
testkitcovid19[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
all-united-vs-covid19[.]berlin,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19virus[.]life,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid[.]desi,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-vaccination[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-coronavirus[.]biz,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
tengocoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
trackcovid[.]app,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19response[.]fund,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-response-tracker[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-videos[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
sa-covid19-action-plan[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19help[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19survival[.]group,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
globalcovid19dashboard[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19evolution[.]live,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
corona-world-virus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19br[.]app,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19test[.]expert,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19[.]financial,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19[.]amsterdam,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
curemycovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19debtrelief[.]credit,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusbd[.]app,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushackathon[.]dev,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
crushcovid[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pollocovid19[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19ventilator[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
defeatcoronavirus[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19[.]cruises,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushelp[.]company,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19unemployment[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19teletherapy[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19vaccin[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19us[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19signage[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19talk[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19training[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
no-covid[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19resources[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-test[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19response[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19survivors[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19reportcard[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19southkorea[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19legalhelp[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19money[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19grants[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19hosting[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-cure[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19compliant[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19loans-sba[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19cleaners[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19attorneys[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19report[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19anxiety[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19reportcard[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19hype[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19cert[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19match[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19depression[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19alert[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19cleaners[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19healt[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19africa[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19daily[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pay-covid19[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirustherapy[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pandemiyacoronavirus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusseguro[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusremedy[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusmentalhealth[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
pandemiya-coronavirus[.]online,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusdisinfection[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirushometesting[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirussucks[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19birthdefect[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronavirusfinancial[.]net,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19birthdefects[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19billing[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19art[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19athometestkit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19anxietyhelp[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19artificialintelligence[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19arabia[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19andhomevalues[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19antidote[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19athometesting[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
awayfromcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
coronacovid19usa[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cardsfightingcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19aflu[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19ab[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19activation[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
artistforcovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cardio19vscovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
catchingcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
asiacoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
catsofcoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
californiacoronaviruslawsuit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
casescovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19accountinghelp[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19bangladesh[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
californiacoronaviruslawyer[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
asistenciamexicocovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19belize[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cornercovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
asistenciacovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
caronavirustests[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid194dummies[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19andus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
carlsoncovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
cepheidcovid19test[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19antibodykits[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19-baby[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19accelerator[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid1977[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-algeria[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-baby[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
anxietycovid19[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19affectedbusiness[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
caribcovid19tests[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
californiacoronavirusattorney[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19andrealestate[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
anxietycovid[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
anxietycoronavirus[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19infographic[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid-19inc[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-invest[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-ins[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19hygienekit[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19homeloan[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19-hope[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
covid19homeloans[.]com,FQDN,,DOMAIN WATCHLIST,,,TLP:WHITE ,
